query_id,date,timestamp,user_query,retrieval_latency_ms,generation_latency_ms,top_similarity_score,confidence_category,retrieved_chunks_count,prompt_tokens,completion_tokens,estimated_cost_usd,user_feedback_rating
2d0bd0f7-8cfd-4aea-9f80-2ab3cb6d55e9,2026-09-19,2026-09-19T17:11:53.413407+00:00,how to learn python?,593.2237000015448,7991.813000000548,0.5509247779846191,High Confidence,3,849,160,0.00123675,1
6a29752e-551f-4f26-832e-56dd6cf37dc8,2026-09-19,2026-09-19T17:12:30.882038+00:00,how it helps in data analytics,505.1700999974855,8813.305800002126,0.7838973999023438,High Confidence,3,1015,142,0.00129375,-1
f201249a-f671-412e-90ac-c0d4dd5a3e53,2026-09-21,2026-09-21T10:24:40.471390+00:00,what is ai,726.2395999998716,20304.97809999997,0.34305036067962646,Low Confidence,3,922,11,0.0007327499999999999,
1499c6ab-d409-48a8-8a58-9ad03bc65886,2026-09-21,2026-09-21T10:25:09.702731+00:00,what are these provided notes about?,522.058799999968,9061.229299999923,0.42998138070106506,Low Confidence,3,951,173,0.001362,1
551e113d-b3e8-4f19-a861-f1629d5078ff,2026-09-21,2026-09-21T10:25:41.413515+00:00,what is python programming?,521.4033999998264,8183.984600000031,0.6038265228271484,High Confidence,3,1032,207,0.00155025,1
1b3f2f02-4782-4df4-a941-1293fcd6c866,2026-09-21,2026-09-21T10:25:54.366925+00:00,what is java?,514.1298999999435,4543.410600000016,0.5210942029953003,High Confidence,3,1259,11,0.0009855,1
6ff53853-5e2f-4758-9f96-2f1911cc11ca,2026-09-21,2026-09-21T10:26:16.960309+00:00,what is machine learning,533.0191999998988,8986.6356,0.5682142972946167,High Confidence,3,1306,11,0.0010207500000000002,-1
67ecdb7c-5cda-4f55-8c99-7aeb4acc606f,2026-09-21,2026-09-21T10:26:55.528355+00:00,elaborate web development?,523.6162000001059,17552.120099999913,0.3898686468601227,Low Confidence,3,1290,11,0.0010087499999999999,
96c7a10f-6c43-49ac-b367-d4f63f4fa5f8,2026-09-21,2026-09-21T10:27:22.802291+00:00,what is data management?,515.5475000001388,5912.379599999895,0.43470299243927,Low Confidence,3,1134,11,0.00089175,-1
